"ASIN";"SKU";"Title";"Labels";"CostPeriodStartDate";"Cost";"ShippingCostPerOrder";"ShippingProfile";"SurchargeForShippingAbroad";"Value_of_unsellable_returns";"VAT";"VAT_DE_2020";"VAT_CATEGORY";"Hide";"Marketplace"
"B0CQYWBY6N";"9P-6MWC-380M";"Salutem Vita - Stouffer's Chicken and Pesto Rigatoni Meal, 8.375 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQZ4QC1J";"9T-MLQM-5S78";"Salutem Vita - Stouffer's Stuffed Peppers Large Size Meal, 15.5 oz - Pack of 12";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXYTS87";"9Y-RT4T-X5J2";"Salutem Vita - Banquet Turkey Pot Pie Frozen Meal, 7 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYPP7YQ";"9Z-8UR1-6BSP";"Salutem Vita - Stouffer's Variety Pack Classic Ketchup Glazed Meatloaf Meal, 9.875 oz/Roast Tender White Turkey Frozen Meal, 9.625 oz - Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQZ4B8C4";"AK-7IA9-S8U1";"Salutem Vita - Stouffer's Chicken Alfredo Family Size Frozen Meal, 31 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXXQ67B";"AP-P3KI-J4C8";"Salutem Vita Marie Callender's Sweet and Savory Sesame Chicken Bowl Frozen Meal, 12.3 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYLZLPB";"AW-G73I-GLC1";"Salutem Vita - Stouffer's Meat and Sauce Lasagna Frozen Meal, 10.5 oz - Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXY7C6X";"B4-FWT5-02IR";"Salutem Vita - Hungry-Man Roasted Turkey Breast Frozen Dinner, 16 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXY75CR";"C0-ZNZZ-G7CQ";"Salutem Vita - Hungry-Man Boneless Fried Chicken Frozen Dinner, 16 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQZNBBQ6";"C6-BFB0-Y164";"Salutem Vita - Stouffer's Baked Ziti Large Family Size Frozen Frozen Meal, 57 oz - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXY7KGN";"CE-ZA2O-Z3U6";"Salutem Vita - Marie Callender's New Orleans Style Chicken Alfredo Bowl Frozen Meal, 11 oz - Pack of 6";"";"";"37";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQYN2J67";"CH-FHA7-FZOB";"Salutem Vita - Stouffer's Roast Tender White Turkey Frozen Meal, 9.625 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYLL8VS";"D5-BS0M-P2TN";"Salutem Vita - Stouffer's Variety Pack Classic Ketchup Glazed Meatloaf Meal, 9.875 oz/Meat Sauce Spaghetti Frozen Meal, 12 oz - Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXW8JSW";"D8-TGEF-143U";"Salutem Vita - Marie Callender's Grilled Chicken Alfredo Bake Bowl, Frozen Meals, 11.6 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYTYGDF";"EB-VQ4X-Y3C3";"Salutem Vita - Stouffer's Meatloaf Family Size Frozen Meal, 33 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXXK5H9";"EV-4ZMS-3AOW";"Salutem Vita - Suja Organic Digestion Shot with Ginger & Probiotics, 1.7 FL OZ - Pack of 6";"";"";"18";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQYJWHST";"FK-98LV-D9IZ";"Salutem Vita - Stouffer's Classic Ketchup Glazed Meatloaf Meal, 9.875 oz - Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXXC7VT";"FM-5Q5K-MA7Z";"Salutem Vita - Marie Callender's Country Fried Chicken & Gravy Frozen Meal, 13.1 oz - Pack of 6";"";"";"37";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQY1127R";"GG-FGCW-FSUK";"Salutem Vita - Hungry Man Smokin' Backyard BBQ Frozen Dinner, 15.25 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXYCZGM";"GH-16QP-GSFP";"Salutem Vita - Hungry-Man Homestyle Meatloaf Frozen Dinner, 16 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXW6Q1K";"HD-D83L-5PKS";"Salutem Vita - Marie Callender's Roasted Garlic Chicken Bowl Frozen Meal, 11.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYPLF1B";"I5-DIRK-9LVF";"Salutem Vita - Stouffer's Spaghetti with Meatballs Meal, 12 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQY17JKF";"IE-FWJI-00NE";"Salutem Vita - Banquet Sweet and Sour Chicken Frozen Meal, 9.25 oz - Pack of 8";"";"";"24";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXWFHW3";"IQ-EP09-3BFM";"Salutem Vita - Marie Callender's Steak & Roasted Potatoes Frozen Meal, 11.9 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYLSJ3Z";"IT-TEEX-YHUN";"Salutem Vita - Stouffer's Variety Pack Salisbury Steak Individual Frozen Meal, 9.6 oz/Meat and Sauce Lasagna Frozen Meal, 10.5 oz - Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQZ5LKNH";"IX-U360-VVDJ";"Salutem Vita - Stouffer's Meat Lovers Lasagna Family Size Frozen Meal, 34 oz - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQZ575B5";"J0-PYD9-8FNW";"Salutem Vita - Stouffer's Macaroni and Beef Frozen Frozen Meal, 12.875 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXWQK24";"JI-2C14-T7D9";"Salutem Vita - Suja Organic Cold-Pressed Ginger Love, 13.5 FL OZ - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYW9ZKV";"K1-ZLGI-7E9H";"Salutem Vita - Stouffer's Lasagna with Meat and Sauce Frozen Meal, 19 oz - Pack of 12";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYXF14J";"KM-7HSM-PM45";"Salutem Vita - Stouffer's Chicken Enchiladas Party Size Frozen Meal, 57 oz - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXXZLZG";"MW-9C9H-OSED";"Salutem Vita - Banquet Backyard BBQ Frozen Single Serve Meal, 10.45 Ounce - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYM45L2";"N8-GAUM-AQ9Z";"Salutem Vita - Banquet MEGA Crustless Pizza Supreme, 10 oz -- Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXX4316";"NR-HDLX-370U";"Salutem Vita - Hungry Man Selects Classic Fried Chicken Frozen Meal, 16 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQZ57PXL";"O4-ZBNC-36R3";"Salutem Vita - Stouffer's Chicken A La King Frozen Meal, 11.5 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYP9T2Q";"OA-W7MW-9YIZ";"Salutem Vita - Stouffer's Variety Pack Meat and Sauce Lasagna Frozen Meal, 10.5 oz/Chicken Fettuccini Alfredo Frozen Meal, 10.5 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXXGM3J";"ON-33S3-5UNF";"Salutem Vita - Marie Callender's Meat Loaf & Gravy Frozen Meal, 12.4 oz - Pack of 6";"";"";"37";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXZD6SL";"PH-BJYF-6D4I";"Salutem Vita - Banquet Frozen Pot Pie Dinner, Beef, 7-Ounce - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXWL6ZX";"PO-13I4-5U2W";"Salutem Vita - Marie Callender's Italiano Lasagna with Ricotta Cheese, 31 - Pack of 3";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXXRJGD";"R9-W4UH-TD5U";"Salutem Vita - Hungry-Man Golden Battered Chicken Cheese Fries 16 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXY51PS";"TD-SSU3-2VUI";"Salutem Vita - Suja Organic Vitamin D and Zinc Shot with Reishi & Probiotics, 1.7 FL OZ - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYKY4KJ";"UB-2TYV-YSDC";"Salutem Vita - Banquet MEGA Frozen Crustless Pizza Pepperoni, 10 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYW64S5";"US-6B5A-OUS2";"Salutem Vita - Stouffer's Macaroni and Cheese Large Size Frozen Meal, 20 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXX6QR6";"UT-XBY7-944X";"Salutem Vita - Marie Callender's White Wine and Butter Shrimp Mac & Cheese Bowl, Frozen Meal, 10.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQXVJN7T";"UX-TLV0-AGC0";"Salutem Vita - Suja Organic Immunity Elderberry Shot with Zinc & Probiotics, 1.7 FL OZ - Pack of 6";"";"";"18";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXVN5MQ";"VM-53RR-B844";"Salutem Vita - Marie Callender's Classic Chicken Parmigiana Bowl Frozen Meal, 12.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYNTFTG";"W0-DATY-BB67";"Salutem Vita - Stouffer's Cheddar Potato Bake Frozen Meal, 10 oz - Pack of 8";"";"";"36";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQZ5219G";"WB-PRR6-NFDX";"Salutem Vita - Stouffer's Baked Boneless Chicken Frozen Meal, 8.8 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYTDVJX";"WF-SA40-1BL8";"Salutem Vita - Stouffer's Swedish Meatballs Meal, 11.5 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQZ5X81X";"X3-3E93-KZUF";"Salutem Vita - Stouffer's Turkey Tetrazzini Frozen Meal, 12 oz - Pack of 8";"";"";"44";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQXX6DKZ";"XC-S31P-YUN4";"Salutem Vita - Marie Callender's Sweet Pineapple Chicken Teriyaki Bowl Frozen Meal, 12.3 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYN71RT";"XF-5AZA-BNZ7";"Salutem Vita - Stouffer's Chicken Fettuccini Alfredo Frozen Meal, 10.5 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CQYL41YS";"XX-7KWS-MB2M";"Salutem Vita - Stouffer's Meat Sauce Spaghetti Frozen Meal, 12 oz - Pack of 8";"";"";"38";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CQYXHS2Q";"YN-G23G-9FLV";"Salutem Vita - Stouffer's Chicken and Broccoli Pasta Bake Family Size Frozen Meal, 40 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR1WXJYL";"8B-MYK0-2PHL";"Salutem Vita - Birds Eye Steamfresh Sauced Parmesan Garlic Roasted Red Potatoes and Green Beans, Frozen Vegetables, 10.8 oz Bag - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3N61CQ";"7B-J2IB-FWQN";"Salutem Vita - DiGiorno Frozen Pizza, Four Cheese Mini Hand-Tossed Pizza with Marinara Sauce, 9.2 oz - Pack of 10";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR457H9F";"GE-THS8-Q72G";"Salutem Vita - Red Baron Deep Dish Supreme Frozen Pizza 2 Count 11.5 oz - Pack of 10";"";"";"50";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR45C8N5";"HP-8HX4-SXG5";"Salutem Vita - Red Baron Brick Oven Pepperoni Frozen Pizza 17.89 - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR33DDHN";"D2-T2D6-VFBB";"Salutem Vita - Birds Eye Loaded Potato Bake, Frozen Vegetable, 13 oz Box - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR477TBJ";"WZ-TPKW-NAMV";"Salutem Vita - DiGiorno Frozen Pizza, Hawaiian-Style Rising Crust Pizza with Marinara Sauce, 28.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3NTX4J";"14-BTI3-MD4J";"Salutem Vita - DiGiorno Frozen Pizza, Five Cheese Stuffed Cheese Crust Pizza with Marinara Sauce, 22.2 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR47G7WB";"BW-I2D1-OZHY";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni, Stuffed Crust Pizza with Marinara Sauce, 22.2 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR47S7WV";"QT-7YNS-XIXH";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Detroit-Style Crust Pizza with Marinara Sauce, 21.3 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR444N4D";"KD-XEG0-7D68";"Salutem Vita - DiGiorno Frozen Pizza, Supreme Original Thin Crust Pizza with Marinara Sauce, 19.1 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR4256T4";"YF-8842-SDMT";"Salutem Vita - DiGiorno Frozen Pizza, Four Cheese Original Rising Crust with Marinara Sauce, 28.2 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR46XD3Y";"U4-QJ83-KZO3";"Salutem Vita - DiGiorno Frozen Pizza, Supreme Classic Crust Pizza with Marinara Sauce, 20.8 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3ZKGNB";"TK-JR4E-YUIB";"Salutem Vita - DiGiorno Frozen Pizza, Supreme Original Rising Crust with Marinara Sauce, 31.4 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR43J59T";"07-OM7X-LVON";"Salutem Vita - DiGiorno Frozen Pizza, Three Meat Stuffed Crust Pizza with Marinara Sauce, 24.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR4794RS";"VE-9KTR-XQXO";"Salutem Vita - Red Baron Brick Oven Cheese Frozen Pizza 17.82oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3WB3XY";"68-CKIB-6GI1";"Salutem Vita - DiGiorno Frozen Pizza, Four Cheese Stuffed Crust Personal Pizza with Marinara Sauce, 8.5oz - Pack of 10";"";"";"65";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR448M35";"OG-S74A-HBOJ";"Salutem Vita - DiGiorno Three Meat, Croissant Crust Pizza, 26.4 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR42L8QH";"7B-HAKH-SWWH";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Fully-Stuffed Crust Pizza with Marinara Sauce, 31.2 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR1XTHNC";"I0-S431-X8GB";"Salutem Vita - Birds Eye Variety Pack Veggie Pasta Rotini with Marinara Sauce, Frozen Side, 10 oz Bag /Steamfresh Sauced Parmesan Garlic Roasted Red Potatoes and Green Beans, Frozen Vegetables, 10.8 oz Bag -- Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3ZKGNB";"F4-SX6N-4W7A";"Salutem Vita - DiGiorno Frozen Pizza, Supreme Original Rising Crust with Marinara Sauce, 31.4 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3HKJ4J";"4Z-KKG9-O17E";"Salutem Vita - DiGiorno Frozen Pizza, Three Meat Rising Crust Pizza with Marinara Sauce, 29.8 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR415PJZ";"42-C6Y2-E969";"Salutem Vita - DiGiorno Frozen Pizza, Supreme Original Stuffed Crust Pizza with Marinara Sauce, 26.4 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR43WCQ9";"0B-SHZZ-37TB";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Original Thin Crust Pizza with Marinara Sauce, 16.9 - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3HB87T";"1H-ELNT-1SYK";"Salutem Vita - Birds Eye Teriyaki Stir-Fry Frozen Vegetables, 52.2 oz - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3BCL19";"38-GUED-ZCTT";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Rising Crust Pizza with Marinara Sauce, 27.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3HKJ4J";"OP-7AJQ-4UE1";"Salutem Vita - DiGiorno Frozen Pizza, Three Meat Rising Crust Pizza with Marinara Sauce, 29.8 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3VHZHP";"EP-WUN7-AS7J";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Stuffed Crust Mini Pizza with Marinara Sauce, 8.5 oz - Pack of 10";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3X34B1";"RL-32WT-2E8L";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Detroit-Style Crust Pizza with Marinara Sauce, 21.3 oz - Pack of 8";"";"";"84";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR47C4R7";"S2-LM4N-16DZ";"Salutem Vita - DiGiorno Frozen Pizza, Stuffed Crust with Cheese and Bacon, Ranch Sauce, 21.9 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3ZDTB9";"S0-CG4G-3DE6";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Stuffed Crust Mini Pizza with Marinara Sauce, 8.5 oz - Pack of 10";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR346XHK";"CG-48M3-TDOI";"Salutem Vita - Birds Eye Asian Stir Fry Vegetables, Frozen Vegetables, 52.2 oz Bag - Pack of 4";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3PNFVS";"4W-HCMJ-TEVN";"Salutem Vita - DiGiorno Frozen Pizza, Three Meat Stuffed Crust Pizza with Marinara Sauce, 24.5 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR43GQ5L";"IQ-BMZP-1COM";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Hand-Tossed Crust Pizza with Marinara Sauce, 18.7 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR47YJ5L";"HA-3MFX-LE60";"Red Baron Frozen Pizza Deep Dish Singles Pepperoni, 11.20 oz - Pack of 10";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3GJCXK";"IY-FUY9-KP0R";"Salutem Vita - DiGiorno Pepperoni, Thin Crust Pizza, 22.1 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR3TDNKY";"LR-BC58-HXMY";"Salutem Vita - DiGiorno Frozen Pizza, Pepperoni Classic Crust Pizza with Marinara Sauce,19.3 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR1WXJYL";"T1-XC16-A4QY";"Salutem Vita - Birds Eye Steamfresh Sauced Parmesan Garlic Roasted Red Potatoes and Green Beans, Frozen Vegetables, 10.8 oz Bag - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR2YBH8C";"T5-TV8C-DWIS";"Salutem Vita - Birds Eye Southwest Style Power Blend, Frozen Sides, 12.7 oz Bag - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5PDLVD";"LI-5JQ3-GZY4";"Salutem Vita - Jimmy Dean Fully Cooked Pork Sausage Patties (24 ct.), Jimmy Dean Fully Cooked Turkey Sausage Patties (24 ct.) - Pack of 2";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5S36YV";"OQ-MQIX-G9J0";"Salutem Vita - Banquet Mega Bowls Chicken Fried Beef Steak Frozen Meal, 14 oz - Pack of 8";"";"";"34";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR5MTD1F";"ZB-2IML-679W";"Salutem Vita - Lean Cuisine Frozen Meal Lemon Garlic Shrimp Stir Fry 10 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR64G7VK";"JM-XUO1-BWOD";"Salutem Vita - Banquet MEGA Meals, Bacon Cheddar Patty, 11.5 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5VK7S5";"2C-X1FX-AQX2";"Salutem Vita - Lunchables Pizza Kits Variety Pack (6 pk.), Lunchables Cracker Stackers Snack Kit Variety Pack (6 pk.) - Pack of 2";"";"";"22";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR6F1SKS";"V4-MBOT-TRDW";"Salutem Vita - Red Baron Frozen Pizza Classic Crust Pepperoni, 20.60 oz - Pack of 8";"";"";"65";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR6GXL6Y";"8A-ETGY-JU45";"Salutem Vita - Red Baron Frozen Pizza Brick Oven Supreme, 18.64 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5VGL4M";"0B-AEE4-BBI9";"Salutem Vita - Banquet Mega Bowls Nashville Hot Fried Chicken Frozen Meal, 13 oz - Pack of 8";"";"";"40";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR5G7YF9";"PQ-AG90-12E6";"Salutem Vita - Sargento Balanced Breaks Cheese and Crackers Variety Pack (12 pk.), Sargento Balanced Breaks, Variety Snack Pack (12 ct.) - Pack of 2";"";"";"33";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR647X3Z";"VG-MR2A-8RWV";"Salutem Vita - Banquet Mega Bowls Bacon Mac N' Cheese Frozen Meal, 13 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5ND1VX";"6M-NLNZ-RDKZ";"Salutem Vita - Banquet Mega Bowls Country Fried Chicken TV Dinner Meal, 14 oz - Pack of 8";"";"";"39";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR6N4XF6";"QR-RWUF-5HRL";"Salutem Vita - Great Value Thin and Crispy Crust Spinach Alfredo Pizza, 17.45 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR6275H8";"WP-G2GM-TPBJ";"Salutem Vita - Red Baron Variety Pack Deep Dish Supreme Frozen Pizza 2 Count 11.5 oz - Pack of 5 | Pizza Deep Dish Singles Pepperoni, 2 Count 11.20 oz - Pack of 5 | Total - 2 Counts Pack of 10";"";"";"58";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR5LY784";"HL-CU09-PFL2";"Salutem Vita - Marie Callender's Fiesta Queso Chicken, Frozen Meal, 12 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR6JF5FH";"4Y-F6TP-9QY0";"Salutem Vita - Red Baron Frozen Pizza French Bread Pepperoni, 10.8 oz - Pack of 10";"";"";"50";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";""
"B0CR5VFNF5";"YB-J6L4-D26X";"Salutem Vita - Banquet Mega Bowls Sesame Chicken Lo Mein Frozen Meal, 13.5 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR6KNTJC";"SJ-VCT6-4XGX";"Salutem Vita - Great Value Rising Crust Three Meat Pizza, 29.45 oz - Pack of 6";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR6LHJZ9";"72-FBOD-AHI8";"Salutem Vita - Great Value Thin Crust Pepperoni Frozen Pizza, 16.4 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR6LNBZG";"8L-VQ1W-03IH";"Salutem Vita - Great Value Thin Crust Chicken Bacon Ranch, 17.55 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5C2PRR";"JP-0WU6-CERM";"Salutem Vita - Lean Cuisine Meal Roasted Eggplant with Parmesan and Pasta, Balance Bowls Microwave Meal, Pasta Dinner with Veggies, Dinner for One 9.75 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5HSFW6";"U3-8BQ6-UI9K";"Salutem Vita - Lеаn Cuisinе Vаriety Pack - Meal Tex-Mex Rice and Black Beans, Balance Bowls Microwave Meal, Frozen Rice and Beans Dinner, Dinner for One 10 oz / Meal Creamy Pasta Primavera, Balance Bowls Microwave Meal, Frozen Pasta Dinner with Veggies, Dinner for One 9.75 oz -- Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
"B0CR5F54NH";"HW-QL78-ZY4B";"Salutem Vita - Lean Cuisine Meal Tex-Mex Rice and Black Beans, Balance Bowls Microwave Meal, Frozen Rice and Beans Dinner, Dinner for One 10 oz - Pack of 8";"";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";""
