ordinal,listing_key,sku,asin,tier_count,identity_status,identity_reason_codes,target_regular_base,target_minimum,target_maximum,target_b2b,amazon_regular_base,regular_status,amazon_minimum,minimum_status,amazon_maximum,maximum_status,amazon_b2b,b2b_status,amazon_live_b2c,amazon_list_price,discounted_price_present,discounted_price_active,discounted_price_value,discounted_price_start_at,discounted_price_end_at,promo_arm,promo_lever,promo_discount_percent,promo_owner_approval_status,coupon_live_application_evidence,patch_disposition,patch_mismatch_fields,preserve_discounted_price_exactly,expected_listing_effective_after_patch,live_b2c_vs_expected_after_patch,channelmax_status,amazon_issue_codes
93,amazon:1:QX-ASS6-4T4F,QX-ASS6-4T4F,B0H83B6TYP,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,258.32,MISMATCH,219.57,MATCH,252.99,MATCH,220.91,MISMATCH,223.14,246.33,true,true,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,220.1,MISMATCH,CANONICAL_CONFIRMED,19038
94,amazon:1:RB-ASVO-GYCY,RB-ASVO-GYCY,B0H859N8VM,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,70.17,MISMATCH,70.88,78.25,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
95,amazon:1:RH-ASWA-ER34,RH-ASWA-ER34,B0H85JR6WN,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.35,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
96,amazon:1:RL-AS64-Q8QX,RL-AS64-Q8QX,B0H82LZLM2,30,EXACT_SCOPE_MATCH,,85.99,74.75,85.99,85.99,93.13,MISMATCH,74.75,MATCH,85.99,MATCH,85.13,MISMATCH,93.13,102.81,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,85.99,MISMATCH,CANONICAL_CONFIRMED,19038
97,amazon:1:RM-ASCV-DVA5,RM-ASCV-DVA5,B0H822CVVL,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.35,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
98,amazon:1:RN-ASLP-VH3X,RN-ASLP-VH3X,B0H82JYZQH,30,EXACT_SCOPE_MATCH,,85.99,74.75,85.99,85.99,87.94,MISMATCH,74.75,MATCH,85.99,MATCH,85.13,MISMATCH,85.99,84.18,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,85.99,MATCH,CANONICAL_CONFIRMED,19038
99,amazon:1:RQ-AS0L-9B45,RQ-AS0L-9B45,B0H85MQLHG,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,71.42,MISMATCH,72.14,78.53,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MISMATCH,CANONICAL_CONFIRMED,19038
100,amazon:1:RQ-AS78-STLZ,RQ-AS78-STLZ,B0H85GR968,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,79.08,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MATCH,CANONICAL_CONFIRMED,19038
101,amazon:1:RQ-ASM7-T9NN,RQ-ASM7-T9NN,B0H83HNB3B,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,258.32,MISMATCH,219.57,MATCH,252.99,MATCH,219.57,MISMATCH,221.27,244.26,true,true,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,220.1,MISMATCH,CANONICAL_CONFIRMED,19038
102,amazon:1:RR-ASG1-JVKV,RR-ASG1-JVKV,B0H8361PYX,45,EXACT_SCOPE_MATCH,,130.99,114.27,130.99,130.99,134.44,MISMATCH,114.27,MATCH,130.99,MATCH,129.68,MISMATCH,130.99,125.47,true,true,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_12,12,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,114.27,MISMATCH,CANONICAL_CONFIRMED,19038
103,amazon:1:RS-AS47-M3K3,RS-AS47-M3K3,B0H87748WJ,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.07,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
104,amazon:1:RU-ASC3-4TUS,RU-ASC3-4TUS,B0H83SJFR7,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,77.52,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,77.52,78.53,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MISMATCH,CANONICAL_CONFIRMED,19038
105,amazon:1:RY-ASMO-6N4F,RY-ASMO-6N4F,B0H8493HNR,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.35,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MATCH,CANONICAL_CONFIRMED,19038
106,amazon:1:RY-ASO3-24Q2,RY-ASO3-24Q2,B0H84XMG42,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,77.52,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,77.52,78.53,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MISMATCH,CANONICAL_CONFIRMED,19038
107,amazon:1:RZ-AS26-WLRM,RZ-AS26-WLRM,B0H85PJ516,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,76.99,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MATCH,CANONICAL_CONFIRMED,19038
108,amazon:1:SA-ASCK-J2B2,SA-ASCK-J2B2,B0H82XP1MM,45,EXACT_SCOPE_MATCH,,130.99,114.27,130.99,130.99,138.98,MISMATCH,114.27,MATCH,130.99,MATCH,129.68,MISMATCH,138.98,153.41,false,false,,,,A,COUPON_12,12,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,130.99,MISMATCH,CANONICAL_CONFIRMED,19038
109,amazon:1:SA-ASDW-SNEW,SA-ASDW-SNEW,B0H82SMZ2M,45,EXACT_SCOPE_MATCH,,130.99,114.27,130.99,130.99,134.44,MISMATCH,114.27,MATCH,130.99,MATCH,129.68,MISMATCH,130.99,127.54,false,false,,,,A,COUPON_12,12,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,130.99,MATCH,CANONICAL_CONFIRMED,19038
110,amazon:1:SC-ASH8-4RQG,SC-ASH8-4RQG,B0H856DWVS,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,90,MISMATCH,78.6,MISMATCH,79.39,87.63,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|maximum|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,
111,amazon:1:SG-AS32-LZ9Y,SG-AS32-LZ9Y,B0H8564C6D,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.35,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MATCH,CANONICAL_CONFIRMED,19038
112,amazon:1:SG-ASLB-M2DG,SG-ASLB-M2DG,B0H84PFKYC,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.07,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
113,amazon:1:SH-ASO0-PW37,SH-ASO0-PW37,B0H83ZH3TB,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,77.52,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,77.52,78.25,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MISMATCH,CANONICAL_CONFIRMED,19038
114,amazon:1:SS-AS9K-U9TV,SS-AS9K-U9TV,B0H831889Q,45,EXACT_SCOPE_MATCH,,130.99,114.27,130.99,130.99,134.44,MISMATCH,114.27,MATCH,130.99,MATCH,129.68,MISMATCH,130.99,126.5,false,false,,,,A,COUPON_12,12,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,130.99,MATCH,CANONICAL_CONFIRMED,19038
115,amazon:1:SU-ASS4-RV6R,SU-ASS4-RV6R,B0H853HGHC,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,86.08,MISMATCH,66.95,MATCH,76.99,MATCH,79.47,MISMATCH,86.08,78.25,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MISMATCH,CANONICAL_CONFIRMED,19038
116,amazon:1:SV-AS87-D6SV,SV-AS87-D6SV,B0H83ZGN22,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,70.17,MISMATCH,70.88,78.25,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
117,amazon:1:SZ-ASPI-JFAT,SZ-ASPI-JFAT,B0H776M5B5,24,HOLD_IDENTITY,AMAZON_8541_PRODUCT_IDENTITY_BLOCKER|CHANNELMAX_IDENTITY_MISMATCH,76.99,66.95,76.99,76.99,119.68,MISMATCH,66.95,MATCH,76.99,MATCH,133.86,MISMATCH,119.68,132.12,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,HOLD_IDENTITY,regular_base|b2b,true,76.99,MISMATCH,HOLD_IDENTITY,18320|19038
118,amazon:1:TH-AS6D-CCES,TH-AS6D-CCES,B0H845HSDZ,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.35,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
119,amazon:1:TL-ASHN-ZRKG,TL-ASHN-ZRKG,B0H85P9F3R,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,70.43,MISMATCH,71.14,78.53,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
120,amazon:1:TP-AS91-8PAZ,TP-AS91-8PAZ,B0H835T5HN,30,EXACT_SCOPE_MATCH,,85.99,74.75,85.99,85.99,87.94,MISMATCH,74.75,MATCH,85.99,MATCH,76.73,MISMATCH,77.51,85.56,true,true,74.81,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,74.81,MISMATCH,CANONICAL_CONFIRMED,19038
121,amazon:1:TQ-ASBR-96TC,TQ-ASBR-96TC,B0H82BCZ44,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,81.14,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,81.14,89.57,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
122,amazon:1:TQ-ASC4-P2NP,TQ-ASC4-P2NP,B0H839G6RQ,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,258.32,MISMATCH,219.57,MATCH,252.99,MATCH,250.46,MISMATCH,252.99,244.26,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,252.99,MATCH,CANONICAL_CONFIRMED,19038
123,amazon:1:TY-AST2-JE9P,TY-AST2-JE9P,B0H84WQRXB,24,HOLD_IDENTITY,AMAZON_8541_PRODUCT_IDENTITY_BLOCKER|CATALOG_IDENTITY_CONFLICT_8541,76.99,66.95,76.99,76.99,48.73,MISMATCH,66.95,MATCH,76.99,MATCH,48.24,MISMATCH,48.73,44.3,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,HOLD_IDENTITY,regular_base|b2b,true,66.98,MISMATCH,HOLD_IDENTITY,18155
124,amazon:1:UA-ASAO-RE7Q,UA-ASAO-RE7Q,B0H784LMG6,45,EXACT_SCOPE_MATCH,,130.99,114.27,130.99,130.99,144.24,MISMATCH,114.27,MATCH,130.99,MATCH,142.8,MISMATCH,144.24,174.54,false,false,,,,A,COUPON_12,12,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,130.99,MISMATCH,CANONICAL_CONFIRMED,19038
125,amazon:1:UD-AS9J-QNY6,UD-AS9J-QNY6,B0H834L7P6,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,258.32,MISMATCH,219.57,MATCH,252.99,MATCH,220.91,MISMATCH,223.14,246.33,true,true,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,220.1,MISMATCH,CANONICAL_CONFIRMED,19038
126,amazon:1:UE-ASA6-CLLY,UE-ASA6-CLLY,B0H83ZHZ4S,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.07,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
127,amazon:1:UF-ASA1-GN5P,UF-ASA1-GN5P,B0H854DM3X,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.63,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
128,amazon:1:UG-ASUO-L4D9,UG-ASUO-L4D9,B0H83FP8WW,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,258.32,MISMATCH,219.57,MATCH,252.99,MATCH,250.46,MISMATCH,252.99,244.26,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,252.99,MATCH,CANONICAL_CONFIRMED,19038
129,amazon:1:UJ-ASQ1-9FNR,UJ-ASQ1-9FNR,B0H82P651P,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,77.64,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,77.64,85.7,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
130,amazon:1:UY-AS5N-A2E4,UY-AS5N-A2E4,B0H83R4M3R,120,EXACT_SCOPE_MATCH,,297.99,258.57,297.99,297.99,349.41,MISMATCH,258.57,MATCH,297.99,MATCH,295.01,MISMATCH,349.41,385.71,true,true,259.25,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,259.25,MISMATCH,CANONICAL_CONFIRMED,19038
131,amazon:1:VA-ASOK-QJCA,VA-ASOK-QJCA,B0H85RZDX5,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,55,MISMATCH,76.99,MATCH,56.06,MISMATCH,56.63,76.99,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|minimum|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
132,amazon:1:VC-ASQE-L5Z5,VC-ASQE-L5Z5,B0H82QYM85,45,EXACT_SCOPE_MATCH,,130.99,114.27,130.99,130.99,134.44,MISMATCH,114.27,MATCH,130.99,MATCH,114.27,MISMATCH,114.59,126.5,true,true,114.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_12,12,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,114.27,MISMATCH,CANONICAL_CONFIRMED,19038
133,amazon:1:VC-ASV1-378P,VC-ASV1-378P,B0H786L5MW,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,289.28,MISMATCH,219.57,MATCH,252.99,MATCH,255.97,MISMATCH,289.28,263.64,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,252.99,MISMATCH,CANONICAL_CONFIRMED,19038
134,amazon:1:VH-ASHZ-TJEE,VH-ASHZ-TJEE,B0H856VWD6,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,48.43,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,48.43,44.03,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,18155
135,amazon:1:VK-ASSB-3YFK,VK-ASSB-3YFK,B0H85FY28F,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.07,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
136,amazon:1:VN-AS1A-D572,VN-AS1A-D572,B0H82PKK18,45,HOLD_IDENTITY,CATALOG_IDENTITY_CONFLICT_8541|CHANNELMAX_ASIN_IDENTITY_MISMATCH,130.99,114.27,130.99,130.99,129.59,MISMATCH,116.57,MISMATCH,156,MISMATCH,128.29,MISMATCH,129.59,125.47,false,false,,,,,,,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,HOLD_IDENTITY,regular_base|minimum|maximum|b2b,true,130.99,MISMATCH,HOLD_IDENTITY,
137,amazon:1:VN-AS6Q-5AE9,VN-AS6Q-5AE9,B0H8538L32,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.9,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
138,amazon:1:VT-ASTH-B6LM,VT-ASTH-B6LM,B0H85CL8JD,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,70.92,MISMATCH,71.64,79.08,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,19038
139,amazon:1:WC-ASH5-EFN6,WC-ASH5-EFN6,B0H833W54L,30,EXACT_SCOPE_MATCH,,85.99,74.75,85.99,85.99,93.13,MISMATCH,74.75,MATCH,85.99,MATCH,85.13,MISMATCH,93.13,102.81,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,85.99,MISMATCH,CANONICAL_CONFIRMED,19038
140,amazon:1:WK-AS2R-FJUW,WK-AS2R-FJUW,B0H82XBNVN,90,EXACT_SCOPE_MATCH,,252.99,219.57,252.99,252.99,258.32,MISMATCH,219.57,MATCH,252.99,MATCH,224.62,MISMATCH,226.89,250.47,true,true,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,regular_base|b2b,true,220.1,MISMATCH,CANONICAL_CONFIRMED,19038|20000
141,amazon:1:WK-AS7E-M3CE,WK-AS7E-M3CE,B0H843R64X,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,76.99,MATCH,74.05,MISMATCH,85.7,MISMATCH,76.22,MISMATCH,76.99,76.99,true,true,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,B,SALEPRICE_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,NOT_APPLICABLE,PATCH_REQUIRED,minimum|maximum|b2b,true,66.98,MISMATCH,CANONICAL_CONFIRMED,18155|18639
142,amazon:1:WK-ASPD-G9HL,WK-ASPD-G9HL,B0H85CF81Y,24,EXACT_SCOPE_MATCH,,76.99,66.95,76.99,76.99,78.76,MISMATCH,66.95,MATCH,76.99,MATCH,76.22,MISMATCH,76.99,71.63,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,76.99,MATCH,CANONICAL_CONFIRMED,19038
143,amazon:1:WN-AS33-UFEA,WN-AS33-UFEA,B0H83RCTVV,120,EXACT_SCOPE_MATCH,,297.99,258.57,297.99,297.99,304.2,MISMATCH,258.57,MATCH,297.99,MATCH,295.01,MISMATCH,297.99,313.95,false,false,,,,A,COUPON_13,13,PROPOSED_OWNER_APPROVAL_REQUIRED,UNKNOWN_NOT_EXPOSED_BY_SOURCE_SNAPSHOT,PATCH_REQUIRED,regular_base|b2b,true,297.99,MATCH,CANONICAL_CONFIRMED,19038
